# index    column     row     hvBot
1246      8          33         910.00  
1247      8          32         910.00  
1248      8          31         910.00  
1249      8          30         910.00  
1250      8          29         910.00  
1251      8          28         910.00  
1252      8          27         910.00  
1253      8          26         910.00  
1254      8          25         910.00  
1255      8          24         910.00  
1256      8          23         910.00  
1257      8          22         910.00  
1258      8          21         910.00  
1259      8          20         910.00  
1260      8          19         910.00  
1261      8          18         910.00  
1262      8          17         910.00  
1263      8          16         910.00  
1264      8          15         910.00  
1265      8          14         910.00  
1266      8          13         910.00  
1267      8          12         910.00  
1268      8          11         910.00  
1269      8          10         910.00  
1270      8          9          910.00  
1271      8          8          910.00  
1272      8          7          910.00  
1273      8          6          910.00  
1274      8          5          910.00  
1275      8          4          910.00  
1276      8          3          910.00  
1277      8          2          910.00  
1278      8          1          910.00  
1279      8          0          910.00  
1280      7          39         910.00  
1281      7          38         910.00  
1282      7          37         910.00  
1283      7          36         910.00  
1284      7          35         910.00  
1285      7          34         910.00  
1286      7          33         910.00  
1287      7          32         910.00  
1288      7          31         910.00  
1289      7          30         910.00  
1290      7          29         910.00  
1291      7          28         910.00  
1292      7          27         910.00  
1293      7          26         910.00  
1294      7          25         910.00  
1295      7          24         910.00  
1296      7          23         910.00  
1297      7          22         910.00  
1298      7          21         910.00  
1299      7          20         910.00  
1300      7          19         910.00  
1301      7          18         910.00  
1302      7          17         910.00  
1303      7          16         910.00  
1304      7          15         910.00  
1305      7          14         910.00  
1306      7          13         910.00  
1307      7          12         910.00  
1308      7          11         910.00  
1309      7          10         910.00  
1310      7          9          910.00  
1311      7          8          910.00  
1312      7          7          910.00  
1313      7          6          910.00  
1314      7          5          910.00  
1315      7          4          910.00  
1316      7          3          910.00  
1317      7          2          910.00  
1318      7          1          910.00  
1319      7          0          910.00  
1320      6          39         910.00  
1321      6          38         910.00  
1322      6          37         910.00  
1323      6          36         910.00  
1324      6          35         910.00  
1325      6          34         910.00  
1326      6          33         910.00  
1327      6          32         910.00  
1328      6          31         910.00  
1329      6          30         910.00  
1330      6          29         910.00  
1331      6          28         910.00  
1332      6          27         910.00  
1333      6          26         910.00  
1334      6          25         910.00  
1335      6          24         910.00  
1336      6          23         910.00  
1337      6          22         910.00  
1338      6          21         910.00  
1339      6          20         910.00  
1340      6          19         910.00  
1341      6          18         910.00  
1342      6          17         910.00  
1343      6          16         910.00  
1344      6          15         910.00  
1345      6          14         910.00  
1346      6          13         910.00  
1347      6          12         910.00  
1348      6          11         910.00  
1349      6          10         910.00  
1350      6          9          910.00  
1351      6          8          910.00  
1352      6          7          910.00  
1353      6          6          910.00  
1354      6          5          910.00  
1355      6          4          910.00  
1356      6          3          910.00  
1357      6          2          910.00  
1358      6          1          910.00  
1359      6          0          910.00  
1360      5          39         910.00  
1361      5          38         910.00  
1362      5          37         910.00  
1363      5          36         910.00  
1364      5          35         910.00  
1365      5          34         910.00  
1366      5          33         910.00  
1367      5          32         910.00  
1368      5          31         910.00  
1369      5          30         910.00  
1370      5          29         910.00  
1371      5          28         910.00  
1372      5          27         910.00  
1373      5          26         910.00  
1374      5          25         910.00  
1375      5          24         910.00  
1376      5          23         910.00  
1377      5          22         910.00  
1378      5          21         910.00  
1379      5          20         910.00  
1380      5          19         910.00  
1381      5          18         910.00  
1382      5          17         910.00  
1383      5          16         910.00  
1384      5          15         910.00  
1385      5          14         910.00  
1386      5          13         910.00  
1387      5          12         910.00  
1388      5          11         910.00  
1389      5          10         910.00  
1390      5          9          910.00  
1391      5          8          910.00  
1392      5          7          910.00  
1393      5          6          910.00  
1394      5          5          910.00  
1395      5          4          910.00  
1396      5          3          910.00  
1397      5          2          910.00  
1398      5          1          910.00  
1399      5          0          910.00  
1400      4          39         910.00  
1401      4          38         910.00  
1402      4          37         910.00  
1403      4          36         910.00  
1404      4          35         910.00  
1405      4          34         910.00  
1406      4          33         910.00  
1407      4          32         910.00  
1408      4          31         910.00  
1409      4          30         910.00  
1410      4          29         910.00  
1411      4          28         910.00  
1412      4          27         910.00  
1413      4          26         910.00  
1414      4          25         910.00  
1415      4          24         910.00  
1416      4          23         910.00  
1417      4          22         910.00  
1418      4          21         910.00  
1419      4          20         910.00  
1420      4          19         910.00  
1421      4          18         910.00  
1422      4          17         910.00  
1423      4          16         910.00  
1424      4          15         910.00  
1425      4          14         910.00  
1426      4          13         910.00  
1427      4          12         910.00  
1428      4          11         910.00  
1429      4          10         910.00  
1430      4          9          910.00  
1431      4          8          910.00  
1432      4          7          910.00  
1433      4          6          910.00  
1434      4          5          910.00  
1435      4          4          910.00  
1436      4          3          910.00  
1437      4          2          910.00  
1438      4          1          910.00  
1439      4          0          910.00  
1440      3          39         910.00  
1441      3          38         910.00  
1442      3          37         910.00  
1443      3          36         910.00  
1444      3          35         910.00  
1445      3          34         910.00  
1446      3          33         910.00  
1447      3          32         910.00  
1448      3          31         910.00  
1449      3          30         910.00  
1450      3          29         910.00  
1451      3          28         910.00  
1452      3          27         910.00  
1453      3          26         910.00  
1454      3          25         910.00  
1455      3          24         910.00  
1456      3          23         910.00  
1457      3          22         910.00  
1458      3          21         910.00  
1459      3          20         910.00  
1460      3          19         910.00  
1461      3          18         910.00  
1462      3          17         910.00  
1463      3          16         910.00  
1464      3          15         910.00  
1465      3          14         910.00  
1466      3          13         910.00  
1467      3          12         910.00  
1468      3          11         910.00  
1469      3          10         910.00  
1470      3          9          910.00  
1471      3          8          910.00  
1472      3          7          910.00  
1473      3          6          910.00  
1474      3          5          910.00  
1475      3          4          910.00  
1476      3          3          910.00  
1477      3          2          910.00  
1478      3          1          910.00  
1479      3          0          910.00  
1480      2          39         910.00  
1481      2          38         910.00  
1482      2          37         910.00  
1483      2          36         910.00  
1484      2          35         910.00  
1485      2          34         910.00  
1486      2          33         910.00  
1487      2          32         910.00  
1488      2          31         910.00  
1489      2          30         910.00  
1490      2          29         910.00  
1491      2          28         910.00  
1492      2          27         910.00  
1493      2          26         910.00  
1494      2          25         910.00  
1495      2          24         910.00  
1496      2          23         910.00  
1497      2          22         910.00  
1498      2          21         910.00  
1499      2          20         910.00  
1500      2          19         910.00  
1501      2          18         910.00  
1502      2          17         910.00  
1503      2          16         910.00  
1504      2          15         910.00  
1505      2          14         910.00  
1506      2          13         910.00  
1507      2          12         910.00  
1508      2          11         910.00  
1509      2          10         910.00  
1510      2          9          910.00  
1511      2          8          910.00  
1512      2          7          910.00  
1513      2          6          910.00  
1514      2          5          910.00  
1515      2          4          910.00  
1516      2          3          910.00  
1517      2          2          910.00  
1518      2          1          910.00  
1519      2          0          910.00  
1520      1          39         910.00  
1521      1          38         910.00  
1522      1          37         910.00  
1523      1          36         910.00  
1524      1          35         910.00  
1525      1          34         910.00  
1526      1          33         910.00  
1527      1          32         910.00  
1528      1          31         910.00  
1529      1          30         910.00  
1530      1          29         910.00  
1531      1          28         910.00  
1532      1          27         910.00  
1533      1          26         910.00  
1534      1          25         910.00  
1535      1          24         910.00  
1536      1          23         910.00  
1537      1          22         910.00  
1538      1          21         910.00  
1539      1          20         910.00  
1540      1          19         910.00  
1541      1          18         910.00  
1542      1          17         910.00  
1543      1          16         910.00  
1544      1          15         910.00  
1545      1          14         910.00  
1546      1          13         910.00  
1547      1          12         910.00  
1548      1          11         910.00  
1549      1          10         910.00  
1550      1          9          910.00  
1551      1          8          910.00  
1552      1          7          910.00  
1553      1          6          910.00  
1554      1          5          910.00  
1555      1          4          910.00  
1556      1          3          910.00  
1557      1          2          910.00  
1558      1          1          910.00  
1559      1          0          910.00  
1560      0          39         910.00  
1561      0          38         910.00  
1562      0          37         910.00  
1563      0          36         910.00  
1564      0          35         910.00  
1565      0          34         910.00  
1566      0          33         910.00  
1567      0          32         910.00  
1568      0          31         910.00  
1569      0          30         910.00  
1570      0          29         910.00  
1571      0          28         910.00  
1572      0          27         910.00  
1573      0          26         910.00  
1574      0          25         910.00  
1575      0          24         910.00  
1576      0          23         910.00  
1577      0          22         910.00  
1578      0          21         910.00  
1579      0          20         910.00  
1580      0          19         910.00  
1581      0          18         910.00  
1582      0          17         910.00  
1583      0          16         910.00  
1584      0          15         910.00  
1585      0          14         910.00  
1586      0          13         910.00  
1587      0          12         910.00  
1588      0          11         910.00  
1589      0          10         910.00  
1590      0          9          910.00  
1591      0          8          910.00  
1592      0          7          910.00  
1593      0          6          910.00  
1594      0          5          910.00  
1595      0          4          910.00  
1596      0          3          910.00  
1597      0          2          910.00  
1598      0          1          910.00  
1599      0          0          910.00  
